id,n_victimas,fecha,aaaa,mm,dd,hora,hh,lugar_del_hecho,tipo_de_calle,calle,altura,cruce,dirección normalizada,comuna,xy (caba),pos x,pos y,participantes,victima,acusado
2016-0001,1,2016-01-01,2016,1,1,04:00:00,4,av piedra buena y av fernandez de la cruz,avenida,piedra buena av.,sd,"fernandez de la cruz, f., gral. av.","piedra buena av. y fernandez de la cruz, f., gral. av.",8,point (98896.78238426 93532.43437792),-58.47533969,-34.68757022,moto-auto,moto,auto
2016-0002,1,2016-01-02,2016,1,2,01:15:00,1,av gral paz  y av de los corrales,gral paz,"paz, gral. av.",sd,de los corrales av.,"paz, gral. av. y de los corrales av.",9,point (95832.05571093 95505.41641999),-58.50877521,-34.66977709,auto-pasajeros,auto,pasajeros
2016-0003,1,2016-01-03,2016,1,3,07:00:00,7,av entre rios 2034,avenida,entre rios av.,2034.0,sd,entre rios av. 2034,1,point (106684.29090040 99706.57687843),-58.39040293,-34.63189362,moto-auto,moto,auto
2016-0004,1,2016-01-10,2016,1,10,00:00:00,0,av larrazabal y gral villegas conrado,avenida,larrazabal av.,sd,"villegas, conrado, gral.","larrazabal av. y villegas, conrado, gral.",8,point (99840.65224780 94269.16534422),-58.46503904,-34.68092974,moto-sd,moto,sd
2016-0005,1,2016-01-21,2016,1,21,05:20:00,5,av san juan y presidente luis saenz peña ,avenida,san juan av.,sd,"saenz pe?a, luis, pres.","san juan av. y saenz peã‘a, luis, pres.",1,point (106980.32827929 100752.16915795),-58.38718297,-34.62246630,moto-pasajeros,moto,pasajeros
2016-0008,1,2016-01-24,2016,1,24,18:30:00,18,av 27 de febrero y av escalada,avenida,27 de febrero av.,sd,escalada av.,27 de febrero av. y escalada av.,8,point (101721.59002217 93844.25656649),-58.44451316,-34.68475866,moto-objeto fijo,moto,objeto fijo
2016-0009,1,2016-01-24,2016,1,24,19:10:00,19,nogoya y joaquin v. gonzales,calle,nogoya,sd,"gonzalez, joaquin v.","nogoya y gonzalez, joaquin v.",11,point (96545.87592078 102330.67262199),-58.50095869,-34.60825440,moto-auto,moto,auto
2016-0010,1,2016-01-29,2016,1,29,15:20:00,15,av general paz y av de los corrales,gral paz,"paz, gral. av.",sd,de los corrales av.,"paz, gral. av. y de los corrales av.",9,point (95832.05571093 95505.41641999),-58.50877521,-34.66977709,moto-auto,moto,auto
2016-0012,1,2016-02-08,2016,2,8,01:20:00,1,av belgrano y bernardo de irigoyen,avenida,belgrano av.,sd,"irigoyen, bernardo de","belgrano av. e irigoyen, bernardo de",1,point (107595.35084333 101797.50052813),-58.38048577,-34.61303893,moto-cargas,moto,cargas
2016-0013,1,2016-02-10,2016,2,10,11:30:00,11,av entre rios 1366,avenida,entre rios av.,1366.0,sd,entre rios av. 1366,1,point (106616.41069662 100496.44662323),-58.39114932,-34.62477387,peaton-auto,peaton,auto
2016-0015,1,2016-02-14,2016,2,14,05:14:00,5,av scalabrini ortiz y vera,avenida,"scalabrini ortiz, raul av.",sd,vera,"scalabrini ortiz, raul av. y vera",15,point (102357.43746828 103343.52002839),-58.43760020,-34.59912758,peaton-auto,peaton,auto
2016-0016,1,2016-02-14,2016,2,14,22:00:00,22,av regimiento de patricios y quinquela martin benito,avenida,regimiento de patricios av.,sd,"quinquela martin, benito","regimiento de patricios av. y quinquela martin, benito",4,point (108661.59115206 98481.75445555),-58.36882665,-34.64291993,moto-auto,moto,auto
2016-0017,1,2016-02-15,2016,2,15,16:54:00,16,mariano acosta y ana maria janer,avenida,"acosta, mariano",sd,"janer, ana maria","acosta, mariano y janer, ana maria",8,point (101228.61094416 96623.72136186),-58.44989671,-34.65970435,peaton-moto,peaton,moto
2016-0019,1,2016-02-17,2016,2,17,09:30:00,9,lisandro de la torre y severo garcia grande de zequeira ,calle,"de la torre, lisandro",sd,"garcia grande de zequeira, severo","de la torre, lisandro y garcia grande de zequeira, severo",9,point (95727.37083199 97179.35560349),-58.50990884,-34.65468721,peaton-pasajeros,peaton,pasajeros
2016-0020,1,2016-02-17,2016,2,17,16:00:00,16,suipacha 156,calle,suipacha,156.0,sd,suipacha 156,1,point (107684.31807562 102519.17333314),-58.37952223,-34.60653282,peaton-auto,peaton,auto
2016-0021,1,2016-02-17,2016,2,17,23:35:00,23,av directorio y curapaligue,avenida,directorio av.,sd,curapaligue,directorio av. y curapaligue,7,point (101074.94198885 99848.19369046),-58.45157703,-34.63063795,auto-auto,auto,auto
2016-0022,1,2016-02-21,2016,2,21,06:00:00,6,av 9 de julio y adolfo alsina,avenida,9 de julio av.,sd,"alsina, adolfo","9 de julio av. y alsina, adolfo",1,point (107507.39502374 102046.08333077),-58.38144696,-34.61079875,moto-auto,moto,auto
2016-0025,1,2016-02-28,2016,2,28,04:50:00,4,av gral paz y av 27 de febrero,gral paz,"paz, gral. av.",sd,27 de febrero av.,"paz, gral. av. y 27 de febrero av.",8,point (100077.95205948 91571.23307293),-58.46244952,-34.70524971,auto-auto,auto,auto
2016-0026,1,2016-02-28,2016,2,28,07:30:00,7,holmberg y vedia,calle,holmberg,sd,vedia,holmberg y vedia,12,point (97350.75566590 109083.19420265),-58.49216191,-34.54738649,auto-objeto fijo,auto,objeto fijo
2016-0027,1,2016-02-28,2016,2,28,09:35:00,9,curapaligue y avelino diaz,avenida,curapaligue av.,sd,"diaz, avelino","curapaligue av. y diaz, avelino",7,point (101679.82794245 98973.02976850),-58.44497874,-34.63852623,auto-auto,auto,auto
2016-0028,1,2016-03-02,2016,3,2,10:00:00,10,viamonte y av 9 de julio,avenida,viamonte,sd,9 de julio av.,viamonte y 9 de julio av.,1,point (107457.87314266 103212.28518029),-58.38199706,-34.60028648,peaton-cargas,peaton,cargas
2016-0029,1,2016-03-04,2016,3,4,17:30:00,17,av cabildo y deheza,avenida,cabildo av.,sd,deheza,cabildo av. y deheza,12,point (99037.31284333 109733.12041651),-58.47378664,-34.54153077,peaton-pasajeros,peaton,pasajeros
2016-0031,1,2016-03-08,2016,3,8,12:30:00,12,av gral paz y av cnel roca,gral paz,"paz, gral. av.",sd,"roca, cnel. av.","paz, gral. av. y roca, cnel. av.",8,point (99327.01838497 92326.91130631),-58.47064556,-34.69843756,moto-pasajeros,moto,pasajeros
2016-0034,1,2016-03-12,2016,3,12,12:30:00,12,av amancio alcorta y bonavena,avenida,"alcorta, amancio av.",sd,"bonavena, oscar natalio","alcorta, amancio av. y bonavena, oscar natalio",4,point (105230.98315750 97613.97258373),-58.40623949,-34.65076549,peaton-pasajeros,peaton,pasajeros
2016-0035,1,2016-03-13,2016,3,13,06:00:00,6,av corrientes y av callao,avenida,corrientes av.,sd,callao av.,corrientes av. y callao av.,3,point (106513.41423248 102752.75354401),-58.39228965,-34.60443527,moto-pasajeros,moto,pasajeros
2016-0036,1,2016-03-14,2016,3,14,00:15:00,0,herrera y aristobulo del valle,calle,herrera,sd,"valle, aristobulo del","herrera y valle, aristobulo del",4,point (107808.84957181 99174.17105826),-58.37813396,-34.63668504,moto-pasajeros,moto,pasajeros
2016-0037,1,2016-03-19,2016,3,19,11:00:00,11,av. eva peron y quirno,avenida,lafuente av.,sd,quirno,lafuente av. y quirno,7,point (100049.60313526 98412.21255444),-58.46275892,-34.64358293,moto-moto,moto,moto
2016-0038,1,2016-03-21,2016,3,21,08:06:00,8,av gral paz colectora y zuviria,gral paz,"paz, gral. av.",sd,zuviria,"paz, gral. av. y zuviria",8,point (96926.79887463 94490.76318635),-58.49683458,-34.67892743,peaton-pasajeros,peaton,pasajeros
2016-0039,1,2016-03-23,2016,3,23,01:50:00,1,bartolome mitre y av pueyrredon,avenida,"mitre, bartolome",sd,pueyrredon av.,"mitre, bartolome y pueyrredon av.",3,point (105252.60308563 102264.96028996),-58.40603217,-34.60883960,moto-pasajeros,moto,pasajeros
2016-0041,2,2016-03-29,2016,3,29,11:00:00,11,av directorio y rivera indarte,avenida,directorio av.,sd,rivera indarte av.,directorio av. y rivera indarte av.,7,point (100232.38564985 99530.25843190),-58.46076550,-34.63350444,moto-cargas,moto,cargas
2016-0043,1,2016-03-30,2016,3,30,18:15:00,18,dellepiane luis tte gral colectora y murguiondo,avenida,"dellepiane, luis, tte. gral.",sd,murguiondo,"dellepiane, luis, tte. gral. y murguiondo",8,point (98623.04338909 94933.06478837),-58.47832463,-34.67494416,peaton-cargas,peaton,cargas
2016-0044,1,2016-03-31,2016,3,31,19:40:00,19,av jose maria moreno y balbastro,avenida,"moreno, jose maria av.",sd,balbastro,"moreno, jose maria av. y balbastro",7,point (102857.73817324 99148.76714504),-58.43213235,-34.63693953,multiple,moto,multiple
2016-0045,1,2016-04-11,2016,4,11,10:25:00,10,av gral paz y av del libertador,gral paz,"paz, gral. av.",sd,del libertador av.,"paz, gral. av. y del libertador av.",13,point (99620.34936816 110483.29286598),-58.46743471,-34.53476874,moto-sd,moto,sd
2016-0047,1,2016-04-15,2016,4,15,05:30:00,5,lima 1483,calle,lima,1483.0,sd,lima 1483,1,point (107412.19098904 100391.02557777),-58.38247061,-34.62571878,peaton-pasajeros,peaton,pasajeros
2016-0048,1,2016-04-15,2016,4,15,17:40:00,17,av. corrientes y av. dorrego,avenida,corrientes av.,sd,dorrego av.,corrientes av. y dorrego av.,15,point (101440.29935254 104167.40204334),-58.44759966,-34.59170240,peaton-pasajeros,peaton,pasajeros
2016-0049,1,2016-04-17,2016,4,17,00:00:00,0,"autopista 1 sur presidente arturo frondizi km. 0,700",autopista,autopista 1 sur presidente arturo frondizi,sd,sd,autopista 1 sur presidente arturo frondizi,4,point (. .),-58.37714647568196,-34.63657525428238,sd-sd,sd,sd
2016-0050,1,2016-04-19,2016,4,19,09:50:00,9,timoteo gordillo y av fernandez de la cruz,avenida,"gordillo, timoteo",sd,"fernandez de la cruz, f., gral. av.","gordillo, timoteo y fernandez de la cruz, f., gral. av.",8,point (99106.14718950 93761.32882893),-58.47305463,-34.68550712,peaton-pasajeros,peaton,pasajeros
2016-0051,1,2016-04-20,2016,4,20,04:00:00,4,av amancio alcorta y bonavena,avenida,"alcorta, amancio av.",sd,"bonavena, oscar natalio","alcorta, amancio av. y bonavena, oscar natalio",4,point (105230.98315750 97613.97258373),-58.40623949,-34.65076549,moto-cargas,moto,cargas
2016-0052,1,2016-04-20,2016,4,20,20:00:00,20,autopista lugones pk 10000,autopista,"lugones, leopoldo av.",sd,sd,sd,13,point (. .),.,.,moto-sd,moto,sd
2016-0053,1,2016-04-22,2016,4,22,09:30:00,9,av triunvirato y av olazabal,avenida,triunvirato av.,sd,olazabal av.,triunvirato av. y olazabal av.,12,point (98073.80557770 105955.73972818),-58.48429180,-34.57558053,peaton-pasajeros,peaton,pasajeros
2016-0054,1,2016-04-23,2016,4,23,21:00:00,21,au luis dellepiane y av gral paz,autopista,autopista dellepiane luis tte. gral.,sd,"paz, gral. av.","autopista dellepiane luis tte. gral. y paz, gral. av.",8,point (97832.57143731 93489.83736533),-58.48695354,-34.68795245,moto-moto,moto,moto
2016-0055,1,2016-04-25,2016,4,25,20:30:00,20,ramon castilla y av figueroa alcorta,avenida,"castilla, ramon, mariscal",sd,"figueroa alcorta, pres. av.","castilla, ramon, mariscal y figueroa alcorta, pres. av.",14,point (105787.74102401 105502.98340149),-58.40021959,-34.57964781,peaton-cargas,peaton,cargas
2016-0056,1,2016-04-26,2016,4,26,04:45:00,4,av luis maria campos 30,avenida,"campos, luis m. av.",30.0,sd,"campos, luis m. av. 30",14,point (103094.06446966 105842.29634122),-58.42957885,-34.57660058,moto-objeto fijo,moto,objeto fijo
2016-0058,1,2016-05-04,2016,5,4,14:00:00,14,lima 1471,calle,lima,1471.0,sd,lima 1471,1,point (107411.76356149 100408.31441284),-58.38247542,-34.62556293,peaton-moto,peaton,moto
2016-0059,1,2016-05-08,2016,5,8,16:30:00,16,pasaje ciudadela y lima oeste,calle,ciudadela,sd,lima,ciudadela y lima,1,point (107434.83290791 100217.70308007),-58.38222219,-34.62728101,peaton-pasajeros,peaton,pasajeros
2016-0064,1,2016-05-14,2016,5,14,18:11:00,18,av juan b justo y av carrasco,avenida,"justo, juan b. av.",sd,carrasco av.,"justo, juan b. av. y carrasco av.",10,point (97106.70264812 99970.19547024),-58.49485242,-34.62953445,peaton-pasajeros,peaton,pasajeros
2016-0065,1,2016-05-20,2016,5,20,14:40:00,14,av gaona y espinosa,avenida,gaona av.,sd,espinosa,gaona av. y espinosa,6,point (101010.75965434 102062.18185970),-58.45227946,-34.61068024,peaton-auto,peaton,auto
2016-0067,1,2016-05-21,2016,5,21,17:00:00,17,av lisandro de la torre y saraza,avenida,"de la torre, lisandro",sd,saraza,"de la torre, lisandro y saraza",8,point (98052.13008621 94912.60873025),-58.48455411,-34.67512760,moto-pasajeros,moto,pasajeros
2016-0068,1,2016-05-22,2016,5,22,22:00:00,22,av figueroa alcorta y av pueyrredon,avenida,"figueroa alcorta, pres. av.",sd,pueyrredon av.,"figueroa alcorta, pres. av. y pueyrredon av.",2,point (106673.12856878 104998.99234220),-58.39056593,-34.58418569,moto-pasajeros,moto,pasajeros
2016-0069,1,2016-05-23,2016,5,23,03:30:00,3,av entre rios y pasaje filiberto,avenida,entre rios av.,sd,filiberto,entre rios av. y filiberto,3,point (106612.54991859 100244.75667446),-58.39118948,-34.62704273,auto-cargas,auto,cargas
2016-0073,1,2016-06-11,2016,6,11,15:00:00,15,magariños cervantes 3900,calle,"magari?os cervantes, a.",3900.0,sd,"magariã‘os cervantes, a. 3900",10,point (97531.24792840 101000.15957301),-58.49021952,-34.62025108,moto-cargas,moto,cargas
2016-0074,1,2016-06-12,2016,6,12,06:40:00,6,av gral paz y rodolfo scapino,gral paz,"paz, gral. av.",sd,"scapino, rodolfo","paz, gral. av. y scapino, rodolfo",8,point (96731.44252651 94668.88351657),-58.49896559,-34.67732118,auto-auto,auto,auto
2016-0075,1,2016-06-12,2016,6,12,23:13:00,23,autopista dellepiane luis tte gral y miralla,autopista,autopista dellepiane luis tte. gral.,sd,miralla,autopista dellepiane luis tte. gral. y miralla,8,point (98963.32962830 95620.61360192),-58.47461076,-34.66874679,peaton-auto,peaton,auto
2016-0076,1,2016-06-13,2016,6,13,16:20:00,16,av san martin y camarones,avenida,san martin av.,sd,camarones,san martin av. y camarones,15,point (100109.22264405 102851.86942760),-58.46210891,-34.60356211,peaton-pasajeros,peaton,pasajeros
2016-0077,1,2016-06-13,2016,6,13,21:52:00,21,tteg juan d peron y avda leandro n alem,avenida,"peron, juan domingo, tte. general",sd,"alem, leandro n. av.","peron, juan domingo, tte. general y alem, leandro n. av.",1,point (108532.37320501 102648.40418720),-58.37027770,-34.60536123,peaton-pasajeros,peaton,pasajeros
2016-0078,1,2016-06-13,2016,6,13,23:01:00,23,av belgrano y av jujuy,avenida,belgrano av.,sd,jujuy av.,belgrano av. y jujuy av.,3,point (105354.74322032 101621.63182427),-58.40491455,-34.61463830,moto-moto,moto,moto
2016-0079,1,2016-06-16,2016,6,16,17:13:00,17,av del libertador y av guillermo udaondo,avenida,del libertador av.,sd,"udaondo, guillermo av.","del libertador av. y udaondo, guillermo av.",13,point (100757.94817512 108943.96108781),-58.45504154,-34.54864492,auto-auto,auto,auto
2016-0080,1,2016-06-18,2016,6,18,06:42:00,6,av gral paz y av rivadavia,gral paz,"paz, gral. av.",sd,rivadavia av.,"paz, gral. av. y rivadavia av.",9,point (93950.50587297 98883.37644525),-58.52927982,-34.63931752,auto-sd,auto,sd
2016-0081,1,2016-06-22,2016,6,22,07:42:00,7,av crisologo larralde y machain,avenida,"larralde, crisologo av.",sd,machain,"larralde, crisologo av. y machain",12,point (97805.54034401 107789.89169078),-58.48721060,-34.55904606,moto-auto,moto,auto
2016-0082,1,2016-06-27,2016,6,27,18:24:00,18,av la plata 2384,avenida,la plata av.,2384.0,sd,la plata av. 2384,4,point (103719.51591058 98555.13443768),-58.42273092,-34.64228803,peaton-auto,peaton,auto
2016-0083,1,2016-06-28,2016,6,28,20:46:00,20,av juan b alberdi y puan,avenida,"alberdi, juan bautista av.",sd,puan,"alberdi, juan bautista av. y puan",6,point (101413.41644585 100430.31523295),-58.44788671,-34.62539009,peaton-moto,peaton,moto
2016-0084,1,2016-06-29,2016,6,29,22:00:00,22,carlos pellegrini y tucuman,calle,"pellegrini, carlos",sd,tucuman,"pellegrini, carlos y tucuman",1,point (107539.54864414 103093.65031518),-58.38110563,-34.60135531,peaton-pasajeros,peaton,pasajeros
2016-0085,1,2016-06-29,2016,6,29,22:00:00,22,avda ite francisco rabanal & avda erezcano,avenida,"rabanal, francisco, intendente av.",sd,erezcano,"rabanal, francisco, intendente av. y erezcano",4,point (103621.92252760 96885.28433165),-58.42378834,-34.65734100,moto-movil,moto,otro
2016-0086,1,2016-06-30,2016,6,30,16:10:00,16,av olivera y ramon falcon,avenida,olivera av.,sd,"falcon, ramon l.,cnel.","olivera av. y falcon, ramon l.,cnel.",10,point (97801.31825511 99194.93911759),-58.48727942,-34.63652467,peaton-pasajeros,peaton,pasajeros
2016-0087,1,2016-07-02,2016,7,3,00:10:00,0,autopista 1 sur pte arturo frondizi y av caseros,autopista,autopista 1 sur presidente arturo frondizi,sd,sd,autopista 1 sur presidente arturo frondizi y caseros av.,1,point (107762.62066736 100018.90176187),-58.37864583,-34.62907067,moto-objeto fijo,moto,objeto fijo
2016-0088,1,2016-07-11,2016,7,11,15:30:00,15,ceretti y nuñez,calle,ceretti,sd,nu?ez,ceretti y nuã‘ez,12,point (96492.89040317 106832.19475660),-58.50151750,-34.56767549,peaton-auto,peaton,auto
2016-0089,1,2016-07-14,2016,7,14,06:40:00,6,av lugones y la pampa,autopista,"lugones, leopoldo av.",sd,la pampa,"lugones, leopoldo av. y la pampa",13,point (102842.06561704 108587.10659007),-58.43233425,-34.55185825,peaton-auto,peaton,auto
2016-0090,1,2016-07-14,2016,7,14,22:00:00,22,jeronimo salguero y av rivadavia,avenida,"salguero, jeronimo",sd,rivadavia av.,"salguero, jeronimo y rivadavia av.",5,point (103997.04813615 102012.34139150),-58.41971993,-34.61112240,peaton-pasajeros,peaton,pasajeros
2016-0092,1,2016-07-15,2016,7,15,11:00:00,11,av gral paz y av libertador ,gral paz,"paz, gral. av.",sd,del libertador av.,"paz, gral. av. y del libertador av.",13,point (99620.34936816 110483.29286598),-58.46743471,-34.53476874,moto-cargas,moto,cargas
2016-0093,1,2016-07-17,2016,7,17,03:30:00,3,av juan b alberdi y emilio mitre,avenida,"alberdi, juan bautista av.",sd,"mitre, emilio","alberdi, juan bautista av. y mitre, emilio",6,point (101804.61714036 100693.45218194),-58.44362126,-34.62301748,auto-auto,auto,auto
2016-0095,1,2016-07-23,2016,7,23,06:12:00,6,mercedes y av gral mosconi,avenida,mercedes,sd,mosconi general av.,mercedes y mosconi general av.,11,point (95061.77375682 103748.74085597),-58.51713095,-34.59546519,moto-auto,moto,auto
2016-0096,1,2016-07-25,2016,7,25,07:00:00,7,"autopista dellepiane luis tte. gral. km. 2,3",autopista,autopista dellepiane luis tte. gral.,sd,sd,autopista dellepiane luis tte. gral.,8,point (. .),-58.47433193007387,-34.66684950051973,moto-cargas,moto,cargas
2016-0097,1,2016-07-26,2016,7,26,18:45:00,18,solis y mexico,calle,solis,sd,mexico,solis y mexico,1,point (106687.13301820 101510.97040757),-58.39038605,-34.61562810,peaton-auto,peaton,auto
2016-0098,1,2016-07-27,2016,7,27,16:08:00,16,av san juan y alberti,avenida,san juan av.,sd,alberti,san juan av. y alberti,3,point (105765.97394356 100631.47718024),-58.40042405,-34.62356174,moto-cargas,moto,cargas
2016-0099,1,2016-07-29,2016,7,29,16:00:00,16,av gral mosconi y av gral paz,gral paz,mosconi general av.,sd,"paz, gral. av.","mosconi general av. y paz, gral. av.",11,point (94486.28631712 103468.59928582),-58.52340614,-34.59798754,cargas-cargas,cargas,cargas
2016-0100,1,2016-08-03,2016,8,3,23:27:00,23,av gral paz  y donado,gral paz,"paz, gral. av.",sd,donado,"paz, gral. av. y donado",12,point (97098.48468623 109019.96106626),-58.49491054,-34.54795581,moto-objeto fijo,moto,objeto fijo
2016-0101,1,2016-08-07,2016,8,7,19:42:00,19,av gral paz y jorge chavez,gral paz,"paz, gral. av.",sd,"chavez, jorge","paz, gral. av. y chavez, jorge",9,point (93946.81673714 97681.68907836),-58.52932872,-34.65014993,sd-sd,sd,sd
2016-0102,1,2016-08-10,2016,8,10,23:37:00,23,av eva peron y jose leon suarez,avenida,"peron, eva av.",sd,"suarez, jose leon","peron, eva av. y suarez, jose leon",9,point (96625.80612216 95129.90776954),-58.50011639,-34.67316502,moto-cargas,moto,cargas
2016-0104,1,2016-08-14,2016,8,14,21:15:00,21,zinny y av santiago de compostela,avenida,zinny,sd,santiago de compostela av.,zinny y santiago de compostela av.,9,point (99720.41444035 97007.69579491),-58.46635001,-34.65624369,moto-pasajeros,moto,pasajeros
2016-0105,1,2016-08-17,2016,8,17,00:05:00,0,av federico lacroze y fraga,avenida,"lacroze, federico av.",sd,fraga,"lacroze, federico av. y fraga",15,point (100905.28580812 104982.19279501),-58.45343236,-34.58435809,peaton-pasajeros,peaton,pasajeros
2016-0106,1,2016-08-19,2016,8,19,21:02:00,21,carlos pellegrini y av del libertador,avenida,"pellegrini, carlos",sd,del libertador av.,"pellegrini, carlos y del libertador av.",1,point (107558.64146875 104433.48706482),-58.38090932,-34.58927731,peaton-pasajeros,peaton,pasajeros
2016-0107,1,2016-08-20,2016,8,20,08:22:00,8,autopista 9 de julio sur alt av mendoza,autopista,autopista 1 sur presidente arturo frondizi,sd,sd,autopista 1 sur presidente arturo frondizi y don pedro de mendoza av.,4,point (108408.31858686 97219.56218484),-58.37157668,-34.65429986,moto-auto,moto,auto
2016-0109,1,2016-08-24,2016,8,24,05:45:00,5,autopista perito moreno y barragan,autopista,autopista perito moreno,sd,barragan,autopista perito moreno y barragan,9,point (94544.31344300 99185.28796442),-58.52280139,-34.63659934,auto-objeto fijo,auto,objeto fijo
2016-0110,1,2016-08-24,2016,8,24,20:21:00,20,av alberdi y carhue,avenida,"alberdi, juan bautista av.",sd,carhue,"alberdi, juan bautista av. y carhue",9,point (95506.35959227 96696.89655626),-58.51232237,-34.65903530,peaton-sd,peaton,sd
2016-0111,1,2016-08-25,2016,8,25,09:30:00,9,autopista leopoldo lugones y la pampa,autopista,lugones,sd,la pampa,lugones y la pampa,15,point (98961.36262767 105838.76329094),-58.47461905,-34.57663634,moto-cargas,moto,cargas
2016-0112,1,2016-08-27,2016,8,27,04:40:00,4,autopista 25 de mayo autopista 1 sur arturo frondizi,autopista,autopista 25 de mayo,sd,autopista 1 sur presidente arturo frondizi,autopista 25 de mayo y autopista 1 sur presidente arturo frondizi,1,point (107392.50226602 100712.59265582),-58.38268809,-34.62282019,moto-objeto fijo,moto,objeto fijo
2016-0113,1,2016-08-27,2016,8,27,16:45:00,16,av juan bautista alberdi y guardia nacional,avenida,"alberdi, juan bautista av.",sd,guardia nacional,"alberdi, juan bautista av. y guardia nacional",9,point (96998.81124177 98183.20743664),-58.49603546,-34.64564271,peaton-pasajeros,peaton,pasajeros
2016-0114,1,2016-08-31,2016,8,31,11:20:00,11,salguero 1410,calle,"salguero, jeronimo",1410.0,sd,"salguero, jeronimo 1410",14,point (104111.05146856 103917.57944765),-58.41848605,-34.59394733,bicicleta-cargas,bicicleta,cargas
2016-0115,1,2016-09-02,2016,9,2,11:50:00,11,arias y tronador,calle,arias,sd,tronador,arias y tronador,12,point (97608.87024259 108884.67029908),-58.48935041,-34.54917673,sd-cargas,sd,cargas
2016-0116,1,2016-09-02,2016,9,2,20:20:00,20,av 27 de febrero y av escalada,avenida,27 de febrero av.,sd,escalada av.,27 de febrero av. y escalada av.,8,point (101721.59002217 93844.25656649),-58.44451316,-34.68475866,moto-auto,moto,auto
2016-0117,1,2016-09-03,2016,9,3,15:30:00,15,av del libertador y tagle,avenida,del libertador av.,sd,tagle,del libertador av. y tagle,14,point (105865.95849347 105162.71037105),-58.39936478,-34.58271474,auto-auto,auto,auto
2016-0118,1,2016-09-04,2016,9,4,03:30:00,3,autopista 1 sur pte arturo frondizi km 2.9,autopista,autopista 1 sur presidente arturo frondizi,sd,sd,autopista 1 sur presidente arturo frondizi km. 2.9,1,point (107696.68171812 100254.76268710),-58.37936704,-34.62694503,auto-auto,auto,auto
2016-0119,1,2016-09-04,2016,9,4,06:40:00,6,crisologo larralde y avda triunvirato,avenida,"larralde, crisologo av.",sd,triunvirato av.,"larralde, crisologo av. y triunvirato av.",12,point (96944.69676081 107291.52292157),-58.49659234,-34.56353635,sd-sd,sd,sd
2016-0122,1,2016-09-13,2016,9,13,07:10:00,7,av eva peron 4233,avenida,"peron, eva av.",4233.0,sd,"peron, eva av. 4233",9,point (99150.75069529 97484.46650280),-58.47256391,-34.65194557,bicicleta-pasajeros,bicicleta,pasajeros
2016-0123,1,2016-09-14,2016,9,14,09:00:00,9,av asamblea y av cnel esteban bonorino,avenida,asamblea av.,sd,"bonorino, esteban, cnel. av.","asamblea av. y bonorino, esteban, cnel. av.",7,point (101099.34592952 98750.07827754),-58.45130953,-34.64053676,moto-auto,moto,auto
2016-0124,1,2016-09-16,2016,9,16,15:24:00,15,avda rivadavia y rivera indarte,avenida,rivadavia av.,sd,rivera indarte av.,rivadavia av. y rivera indarte av.,7,point (100053.89791316 100046.73776995),-58.46271207,-34.62884871,peaton-pasajeros,peaton,pasajeros
2016-0125,1,2016-09-17,2016,9,17,12:14:00,12,autopista perito moreno y av juan b alberdi,autopista,autopista perito moreno,sd,"alberdi, juan bautista av.","autopista perito moreno y alberdi, juan bautista av.",10,point (97532.91184699 98538.89061454),-58.49020869,-34.64243791,moto-moto,moto,moto
2016-0126,2,2016-09-18,2016,9,18,22:45:00,22,irigoyen y tinogasta,calle,irigoyen,sd,tinogasta,irigoyen y tinogasta,10,point (94275.54271123 100886.87954649),-58.52572109,-34.62125906,auto-cargas,auto,cargas
2016-0127,1,2016-09-24,2016,9,24,10:25:00,10,av mariano acosta y av cnel roca,avenida,"acosta, mariano",sd,"roca, cnel. av.","acosta, mariano y roca, cnel. av.",8,point (102048.72946345 95839.63478990),-58.44094791,-34.66677111,peaton-pasajeros,peaton,pasajeros
2016-0128,1,2016-10-02,2016,10,2,11:30:00,11,castro y av pavon,avenida,castro,sd,pavon av.,castro y pavon av.,5,point (104049.28528337 99858.37522846),-58.41914024,-34.63053890,peaton-pasajeros,peaton,pasajeros
2016-0130,1,2016-10-04,2016,10,4,12:30:00,12,autopista 9 de julio sur y av brasil,autopista,autopista 1 sur presidente arturo frondizi,sd,sd,autopista 1 sur presidente arturo frondizi y brasil,1,point (107720.24059557 100176.85101454),-58.37910942,-34.62764717,moto-cargas,moto,cargas
2016-0131,1,2016-10-09,2016,10,9,19:13:00,19,mirave 3500,calle,mirave,3500.0,sd,mirave 3500,4,point (105921.45515383 98209.53178328),-58.39871183,-34.64539318,peaton-auto,peaton,auto
2016-0132,1,2016-10-10,2016,10,10,02:30:00,2,av san juan y 24 de noviembre,avenida,san juan av.,sd,24 de noviembre,san juan av. y 24 de noviembre,3,point (104853.84131654 100497.93573387),-58.41036975,-34.62477021,auto-pasajeros,auto,pasajeros
2016-0133,1,2016-10-14,2016,10,14,00:05:00,0,av las heras y sanchez de bustamante,avenida,las heras general av.,sd,sanchez de bustamante,las heras general av. y sanchez de bustamante,14,point (105619.82089682 105083.85914124),-58.40204698,-34.58342690,moto-auto,moto,auto
2016-0134,1,2016-10-23,2016,10,23,05:00:00,5,av piedra buena y 2 de abril 1982,avenida,piedra buena av.,sd,2 de abril de 1982,piedra buena av. y 2 de abril de 1982,8,point (97612.37609226 94761.81268260),-58.48935287,-34.67648597,moto-objeto fijo,moto,objeto fijo
