id,n_victimas,fecha,aaaa,mm,dd,hora,hh,lugar_del_hecho,tipo_de_calle,calle,altura,cruce,dirección normalizada,comuna,xy (caba),pos x,pos y,participantes,victima,acusado
2018-0048,1,2018-05-09,2018,5,9,10:30:00,10,rivadavia av. y pedernera,avenida,rivadavia av.,sd,pedernera,rivadavia av. y pedernera,7,point (99925.51296558 100002.14427355),-58.46411215,-34.62925068,peaton-pasajeros,peaton,pasajeros
2018-0049,1,2018-05-11,2018,5,11,19:15:00,19,quesada 2300,calle,quesada,2300.0,sd,quesada 2300,13,point (100107.11808300 108354.57023193),-58.46213220,-34.55395823,peaton-auto,peaton,auto
2018-0050,1,2018-05-14,2018,5,14,18:45:00,18,cabildo av. y juramento av.,avenida,cabildo av.,sd,juramento av.,cabildo av. y juramento av.,13,point (100606.16651489 107458.45493347),-58.45669422,-34.56203610,peaton-pasajeros,peaton,pasajeros
2018-0051,1,2018-05-15,2018,5,15,21:15:00,21,"california y carbonari, francisco, cmte.",calle,california,sd,"carbonari, francisco, cmte.","california y carbonari, francisco, cmte.",4,point (109491.72835084 98425.60443682),-58.35977160,-34.64341878,peaton-auto,peaton,auto
2018-0052,1,2018-05-18,2018,5,18,20:30:00,20,"carril, salvador maria del av. y nazca",avenida,"carril, salvador maria del av.",sd,nazca,"carril, salvador maria del av. y nazca",15,point (96798.08806617 104278.02817622),-58.49820145,-34.59070093,peaton-pasajeros,peaton,pasajeros
2018-0053,1,2018-05-20,2018,5,20,02:30:00,2,san luis y aguero,calle,san luis,sd,aguero,san luis y aguero,3,point (104834.84104085 103313.26202067),-58.41059280,-34.59939180,moto-auto,moto,auto
2018-0054,1,2018-05-22,2018,5,22,11:15:00,11,lugones 2430,calle,lugones,2430.0,sd,lugones 2430,12,point (98495.84519532 106440.03052817),-58.47969138,-34.57121563,peaton-bicicleta,peaton,bicicleta
2018-0055,1,2018-05-29,2018,5,29,07:30:00,7,independencia av. y jujuy av.,avenida,independencia av.,sd,jujuy av.,independencia av. y jujuy av.,3,point (105482.77183741 101155.54165898),-58.40351561,-34.61883916,moto-auto,moto,auto
2018-0056,1,2018-06-02,2018,6,2,13:00:00,13,av. rivadavia 11050,avenida,rivadavia av.,11050.0,sd,rivadavia av. 11050,9,point (94825.31796080 98898.07278223),-58.51973844,-34.63918987,peaton-pasajeros,peaton,pasajeros
2018-0057,1,2018-06-03,2018,6,3,03:30:00,3,combate de los pozos y humberto 1°,calle,combate de los pozos,sd,humberto 1?,combate de los pozos y humberto 1â°,3,point (106436.50690531 100845.32785530),-58.39311376,-34.62163006,moto-pasajeros,moto,pasajeros
2018-0058,1,2018-06-03,2018,6,3,06:30:00,6,cordoba av. y thames,avenida,cordoba av.,sd,thames,cordoba av. y thames,15,point (102567.54814228 104264.87527568),-58.43531242,-34.59082159,moto-auto,moto,auto
2018-0059,1,2018-06-08,2018,6,8,06:20:00,6,"garay, juan de av. y sanchez de loria",avenida,"garay, juan de av.",sd,sanchez de loria,"garay, juan de av. y sanchez de loria",5,point (104724.05358972 99878.51159963),-58.41178165,-34.63035454,moto-movil,moto,otro
2018-0060,1,2018-06-08,2018,6,8,12:50:00,12,"lavalle y alem, leandro n. av.",avenida,lavalle,sd,"alem, leandro n. av.","lavalle y alem, leandro n. av.",1,point (108513.43549456 103032.95078343),-58.37048800,-34.60189492,peaton-pasajeros,peaton,pasajeros
2018-0061,1,2018-06-10,2018,6,10,11:15:00,11,estados unidos y pichincha,calle,estados unidos,sd,pichincha,estados unidos y pichincha,3,point (105911.62147898 101065.51501699),-58.39883882,-34.61964833,moto-moto,moto,moto
2018-0062,1,2018-06-14,2018,6,14,01:00:00,1,rosario y barco centenera del,calle,rosario,sd,barco centenera del,rosario y barco centenera del,6,point (102035.73876399 100936.73706899),-58.44110156,-34.62082399,peaton-cargas,peaton,cargas
2018-0063,1,2018-06-16,2018,6,16,21:15:00,21,av. leandro n. alem y viamonte,avenida,"alem, leandro n. av.",sd,viamonte,"alem, leandro n. av. y viamonte",1,point (108473.00357935 103295.64162815),-58.37093138,-34.59952725,peaton-pasajeros,peaton,pasajeros
2018-0064,1,2018-06-25,2018,6,25,01:15:00,1,varela av. y primera junta,avenida,varela av.,sd,primera junta,varela av. y primera junta,7,point (100435.26388900 98861.53271694),-58.45855262,-34.63953253,auto-cargas,auto,cargas
2018-0065,1,2018-06-26,2018,6,26,17:30:00,17,"pellegrini, carlos y juncal",calle,"pellegrini, carlos",sd,juncal,"pellegrini, carlos y juncal",1,point (107493.20906271 104038.93317074),-58.38161909,-34.59283447,moto-cargas,moto,cargas
2018-0066,1,2018-06-28,2018,6,28,11:00:00,11,av. corrientes y av. federico lacroze,avenida,corrientes av.,sd,"lacroze, federico av.","corrientes av. y lacroze, federico av.",15,point (100750.52062158 104691.17506829),-58.45511899,-34.58698157,peaton-pasajeros,peaton,pasajeros
2018-0067,1,2018-06-29,2018,6,29,16:15:00,16,"montes de oca, manuel y finochietto enrique dr.",avenida,"montes de oca, manuel av.",sd,finochietto enrique dr.,"montes de oca, manuel av. y finochietto enrique dr.",4,point (107891.26340037 99945.61487141),-58.37724226,-34.62973033,pasajeros-auto,pasajeros,auto
2018-0068,1,2018-07-01,2018,7,1,09:00:00,9,"carabobo av. y alberdi, juan bautista av.",avenida,carabobo av.,sd,"alberdi, juan bautista av.","carabobo av. y alberdi, juan bautista av.",7,point (100718.69831349 99996.27412808),-58.45546217,-34.62930339,moto-auto,moto,auto
2018-0069,1,2018-07-04,2018,7,4,21:45:00,21,"córdoba av. 2215

",avenida,cordoba av.,2215.0,sd,cordoba av. 2215,2,point (105900.94104333 103295.18325601),-58.39897064,-34.59954925,bicicleta-pasajeros,bicicleta,pasajeros
2018-0070,1,2018-07-07,2018,7,7,15:45:00,15,"estados unidos y urquiza, gral.",calle,estados unidos,sd,"urquiza, gral.","estados unidos y urquiza, gral.",3,point (104963.31095539 100886.97438212),-58.40917826,-34.62126274,moto-pasajeros,moto,pasajeros
2018-0071,1,2018-07-10,2018,7,10,17:50:00,17,moreno y av. huergo,avenida,moreno,sd,"huergo, ing. av.","moreno y huergo, ing. av.",1,point (108808.25931028 102022.90885862),-58.36726348,-34.61099738,moto-cargas,moto,cargas
2018-0072,1,2018-07-11,2018,7,11,13:15:00,13,"au dellepiane kilometro 0.0, altura calle montiel, sentido hacia el centro porteño",autopista,autopista dellepiane luis tte. gral.,sd,sd,autopista dellepiane luis tte. gral. y montiel,8,point (98224.62123059 93867.97738800),-58.48267426,-34.68454456,moto-cargas,moto,cargas
2018-0073,1,2018-07-11,2018,7,11,15:45:00,15,"iriarte, gral. av. 3400",avenida,"iriarte, gral. av.",3400.0,sd,"iriarte, gral. av. 3400",4,point (106218.96559101 97510.98250186),-58.39546165,-34.65168841,peaton-cargas,peaton,cargas
2018-0074,1,2018-07-14,2018,7,14,06:04:00,6,av. juan b. alberdi 2968,avenida,"alberdi, juan bautista av.",2968.0,sd,"alberdi, juan bautista av. 2968",7,point (99438.84176266 99501.28380301),-58.46941984,-34.63376545,auto-cargas,auto,cargas
2018-0075,1,2018-07-15,2018,7,15,07:30:00,7,del libertador av. y ortiz de ocampo,avenida,del libertador av.,sd,ortiz de ocampo,del libertador av. y ortiz de ocampo,14,point (105470.75546311 105320.72785650),-58.40367321,-34.58129246,peaton-auto,peaton,auto
2018-0076,1,2018-07-16,2018,7,16,09:30:00,9,"chavez, jorge y paz, gral. av.",calle,"chavez, jorge",sd,"paz, gral. av.","chavez, jorge y paz, gral. av.",9,point (93946.81673714 97681.68907836),-58.52932872,-34.65014993,auto-cargas,auto,cargas
2018-0077,1,2018-07-16,2018,7,16,23:15:00,23,"urquiza, gral. y estados unidos",calle,"urquiza, gral.",sd,estados unidos,"urquiza, gral. y estados unidos",3,point (104963.31095539 100886.97438212),-58.40917826,-34.62126274,auto-cargas,auto,cargas
2018-0078,1,2018-07-21,2018,7,21,06:15:00,6,paraguay y sánchez de bustamante,calle,paraguay,sd,sanchez de bustamante,paraguay y sanchez de bustamante,2,point (104647.18963470 103830.17880585),-58.41264127,-34.59473294,peaton-auto,peaton,auto
2018-0079,1,2018-07-23,2018,7,23,07:15:00,7,"de los corrales av. y paz, gral. av.",gral paz,de los corrales av.,sd,"paz, gral. av.","de los corrales av. y paz, gral. av.",9,point (95832.05571093 95505.41641999),-58.50877521,-34.66977709,peaton-cargas,peaton,cargas
2018-0080,1,2018-07-25,2018,7,25,22:22:00,22,"alberdi, juan bautista av. y carhue",avenida,"alberdi, juan bautista av.",sd,carhue,"alberdi, juan bautista av. y carhue",9,point (95506.35959227 96696.89655626),-58.51232237,-34.65903530,peaton-auto,peaton,auto
2018-0081,1,2018-07-29,2018,7,29,06:30:00,6,castañares av. y rivera indarte av.,avenida,castanares av.,sd,rivera indarte av.,castaã‘ares av. y rivera indarte av.,7,point (101453.89687005 98180.39027169),-58.44744156,-34.64567171,multiple,peaton,multiple
2018-0082,1,2018-08-01,2018,8,1,15:53:00,15,"larrazabal y garzon, eugenio, gral. av.",avenida,larrazabal,sd,"garzon, eugenio, gral. av.","larrazabal y garzon, eugenio, gral. av.",9,point (97148.03881747 96734.79106149),-58.49441273,-34.65869968,moto-cargas,moto,cargas
2018-0083,1,2018-08-02,2018,8,2,05:20:00,5,"paz, gral. av. y fernandez de la cruz, f., gral. av.",gral paz,"paz, gral. av.",sd,"fernandez de la cruz, f., gral. av.","paz, gral. av. y fernandez de la cruz, f., gral. av.",8,point (98491.08733048 93092.87943671),-58.47976785,-34.69153196,moto-cargas,moto,cargas
2018-0084,1,2018-08-03,2018,8,3,07:25:00,7,av. alicia moreau de justo y cochabamba,avenida,"moreau de justo, alicia av.",sd,cochabamba,"moreau de justo, alicia av. y cochabamba",1,point (108993.20201253 100735.24332429),-58.36523349,-34.62260331,peaton-cargas,peaton,cargas
2018-0085,2,2018-08-03,2018,8,3,18:16:00,18,"entre rios av. y garay, juan de av.",avenida,entre rios av.,sd,"garay, juan de av.","entre rios av. y garay, juan de av.",3,point (106612.54991859 100244.75667446),-58.39118948,-34.62704273,moto-pasajeros,moto,pasajeros
2018-0086,1,2018-08-10,2018,8,10,21:44:00,21,directorio av. y guardia nacional,avenida,directorio av.,sd,guardia nacional,directorio av. y guardia nacional,9,point (97534.35415051 97682.40955825),-58.49019551,-34.65015854,peaton-pasajeros,peaton,pasajeros
2018-0087,1,2018-08-15,2018,8,15,19:20:00,19,pavon av. y colombres,avenida,pavon av.,sd,colombres,pavon av. y colombres,5,point (104296.57153484 99891.67281595),-58.41644362,-34.63023775,peaton-pasajeros,peaton,pasajeros
2018-0088,1,2018-08-17,2018,8,17,16:36:00,16,av. gral. paz y av. dr. ricardo balbín,gral paz,"paz, gral. av.",sd,"balbin, ricardo, dr. av.","paz, gral. av. y balbin, ricardo, dr. av.",12,point (96563.66494817 108815.73881056),-58.50073810,-34.54979510,moto-cargas,moto,cargas
2018-0089,1,2018-08-17,2018,8,17,17:56:00,17,pichincha av. y brasil,avenida,pichincha av.,sd,brasil,pichincha av. y brasil,4,point (106147.25140863 99876.44981079),-58.39626094,-34.63036565,peaton-pasajeros,peaton,pasajeros
2018-0090,1,2018-08-18,2018,8,18,10:34:00,10,27 de febrero av. y pergamino,avenida,27 de febrero av.,sd,pergamino,27 de febrero av. y pergamino,8,point (102791.00899168 95424.06973029),-58.43284809,-34.67051543,moto-auto,moto,auto
2018-0091,1,2018-08-19,2018,8,19,18:47:00,18,au perito moreno km 1.8 altura barragan sentido pba,autopista,autopista perito moreno,sd,barragan,autopista perito moreno y barragan,9,point (94544.31344300 99185.28796442),-58.52280139,-34.63659934,auto-auto,auto,auto
2018-0092,1,2018-08-20,2018,8,20,08:20:00,8,cordoba av. y gascon,avenida,cordoba av.,sd,gascon,cordoba av. y gascon,14,point (103662.91363929 103496.49206019),-58.42336930,-34.59774487,moto-auto,moto,auto
2018-0093,1,2018-08-20,2018,8,20,08:41:00,8,15 de noviembre de 1889 1513,calle,15 de noviembre de 1889,1513.0,sd,15 de noviembre de 1889 1513,1,point (107004.02001368 99798.84856249),-58.38691681,-34.63105973,peaton-pasajeros,peaton,pasajeros
2018-0094,1,2018-08-23,2018,8,23,05:35:00,5,"salguero, jeronimo y beruti",calle,"salguero, jeronimo",sd,beruti,"salguero, jeronimo y beruti",14,point (104734.93787233 104821.22705013),-58.41169020,-34.58579880,moto-pasajeros,moto,pasajeros
2018-0095,1,2018-08-26,2018,8,26,00:59:00,0,"lacarra av. y dellepiane, luis, tte. gral.",avenida,lacarra av.,sd,"dellepiane, luis, tte. gral.","lacarra av. y dellepiane, luis, tte. gral.",9,point (99624.29795829 97569.69801131),-58.46739825,-34.65117757,auto-auto,auto,auto
2018-0096,1,2018-08-31,2018,8,31,22:20:00,22,"au héctor j. cámpora y roca, cnel. av.",autopista,autopista presidente h?ctor j. c?mpora,sd,"roca, cnel. av.","autopista presidente hã‰ctor j. cãmpora y roca, cnel. av.",8,point (101692.57924565 95312.63822646),-58.44483258,-34.67152226,peaton-auto,peaton,auto
2018-0097,1,2018-09-02,2018,9,2,10:50:00,10,av. varela y av. int. francisco rabanal,avenida,varela av.,sd,"rabanal, francisco, intendente av.","varela av. y rabanal, francisco, intendente av.",8,point (102819.52927414 96448.46140692),-58.43254025,-34.66128115,auto-movil,auto,otro
2018-0098,2,2018-09-09,2018,9,9,05:00:00,5,av. gral. paz e/ ferre y beron de astrada,gral paz,"paz, gral. av.",sd,beron de astrada,"paz, gral. av. y beron de astrada",8,point (99203.46279192 92552.75548716),-58.47199387,-34.69640164,auto-auto,auto,auto
2018-0099,1,2018-09-12,2018,9,12,14:25:00,14,rivadavia av. y pedernera,avenida,rivadavia av.,sd,pedernera,rivadavia av. y pedernera,7,point (99925.51296558 100002.14427355),-58.46411215,-34.62925068,peaton-pasajeros,peaton,pasajeros
2018-0100,1,2018-09-20,2018,9,20,10:30:00,10,elvira rawson de dellepiane 150,avenida,"rawson de dellepiane, elvira av.",150.0,sd,"rawson de dellepiane, elvira av. 150",1,point (109273.33013929 100616.46322293),-58.36217754,-34.62367156,moto-auto,moto,auto
2018-0101,1,2018-09-21,2018,9,21,00:15:00,0,"paz, gral. av. y zapiola",gral paz,"paz, gral. av.",sd,zapiola,"paz, gral. av. y zapiola",12,point (98376.44189669 109821.71138325),-58.48098594,-34.54073130,multiple,auto,multiple
2018-0102,1,2018-09-21,2018,9,21,00:30:00,0,famatina y diogenes taborda,calle,famatina,sd,"taborda, diogenes","famatina y taborda, diogenes",4,point (104810.02928662 98097.69340075),-58.41083404,-34.64640709,moto-auto,moto,auto
2018-0103,1,2018-09-27,2018,9,27,17:51:00,17,av. castañares y bonorino,avenida,casta?ares av.,sd,"bonorino, esteban, cnel. av.","castaã‘ares av. y bonorino, esteban, cnel. av.",7,point (101577.07056955 98313.98170453),-58.44609828,-34.64446729,peaton-moto,peaton,moto
2018-0104,1,2018-10-01,2018,10,1,08:58:00,8,au frondizi 9 de julio sur y av. suarez,autopista,autopista 1 sur presidente arturo frondizi,sd,suarez av.,autopista 1 sur presidente arturo frondizi y suarez av.,4,point (107903.91828587 98767.43091425),-58.37709334,-34.64035082,moto-moto,moto,moto
2018-0105,1,2018-10-03,2018,10,3,18:12:00,18,nazca av. y rivadavia av.,avenida,nazca av.,sd,rivadavia av.,nazca av. y rivadavia av.,7,point (99418.67591727 99840.67619219),-58.46963952,-34.63070603,peaton-pasajeros,peaton,pasajeros
2018-0106,1,2018-10-04,2018,10,4,22:02:00,22,"figueroa alcorta, pres. av. y echeverria",avenida,"figueroa alcorta, pres. av.",sd,echeverria,"figueroa alcorta, pres. av. y echeverria",13,point (102437.44187502 108614.72855724),-58.43674281,-34.55161027,moto-moto,moto,moto
2018-0107,1,2018-10-06,2018,10,6,14:20:00,14,rivadavia av. y jujuy av.,avenida,rivadavia av.,sd,jujuy av.,rivadavia av. y jujuy av.,3,point (105258.35368554 102122.93231400),-58.40596860,-34.61011987,peaton-pasajeros,peaton,pasajeros
2018-0108,1,2018-10-09,2018,10,9,14:00:00,14,"de los italianos av. y guemes, macacha",avenida,de los italianos av.,sd,"guemes, macacha","de los italianos av. y guemes, macacha",1,point (109333.85016626 102728.06777580),-58.36154069,-34.60463618,moto-auto,moto,auto
2018-0109,1,2018-10-10,2018,10,10,22:12:00,22,"tucuman y alem, leandro n. av.",avenida,tucuman,sd,"alem, leandro n. av.","tucuman y alem, leandro n. av.",1,point (108501.28725227 103169.39367565),-58.37062179,-34.60066507,peaton-pasajeros,peaton,pasajeros
2018-0110,1,2018-10-13,2018,10,13,03:05:00,3,"corrientes av. y gallardo, angel av.",avenida,corrientes av.,sd,"gallardo, angel av.","corrientes av. y gallardo, angel av.",15,point (102852.69197214 103016.76479974),-58.43220014,-34.60207186,peaton-moto,peaton,moto
2018-0111,1,2018-10-19,2018,10,19,12:13:00,12,au perito moreno y av. eva perón sentido centro,autopista,autopista perito moreno,sd,sd,"autopista perito moreno & peron, eva  av.",9,point (99423.87045126 97756.09331484),-58.46958442,-34.64949724,moto-cargas,moto,cargas
2018-0112,1,2018-10-24,2018,10,24,09:18:00,9,muñecas y serrano,calle,mu?ecas,sd,serrano,muã‘ecas y serrano,15,point (101521.41058610 103279.18839709),-58.44671397,-34.59970903,moto-cargas,moto,cargas
2018-0113,1,2018-10-25,2018,10,25,11:00:00,11,"artigas, jose gervasio, gral. y tres arroyos",calle,"artigas, jose gervasio, gral.",sd,tres arroyos,"artigas, jose gervasio, gral. y tres arroyos",11,point (99245.93828707 101610.8222803),-58.47152163,-34.61474911,moto-cargas,moto,cargas
2018-0114,1,2018-10-30,2018,10,30,02:15:00,2,solis e independencia av.,avenida,solis,sd,independencia av.,solis e independencia av.,1,point (106692.15004353 101239.02351805),-58.39032921,-34.61807951,moto-auto,moto,auto
2018-0115,1,2018-10-31,2018,10,31,12:30:00,12,"bosch, ventura y paz, gral. av.",calle,"bosch, ventura",sd,"paz, gral. av.","bosch, ventura y paz, gral. av.",9,point (93987.63954589 98477.26093452),-58.52887773,-34.64297861,peaton-pasajeros,peaton,pasajeros
2018-0116,1,2018-11-01,2018,11,1,10:50:00,10,"paz, gral. av. 14800",gral paz,"paz, gral. av.",14800.0,sd,"paz, gral. av. 14800",8,point (97213.03214767 94392.58930391),-58.49371157,-34.67981324,peaton-cargas,peaton,cargas
2018-0117,1,2018-11-04,2018,11,4,08:15:00,8,av. eva perón 5321,avenida,"peron, eva av.",5321.0,sd,"peron, eva av. 5321",9,point (98224.84159668 96577.14272605),-58.48266599,-34.66012327,moto-moto,moto,moto
2018-0118,1,2018-11-05,2018,11,5,14:49:00,14,"peron, juan domingo, tte. general y pueyrredon av.",avenida,"peron, juan domingo, tte. general",sd,pueyrredon av.,"peron, juan domingo, tte. general y pueyrredon av.",3,point (105244.38396064 102386.61371612),-58.40612253,-34.60774301,peaton-moto,peaton,moto
2018-0119,1,2018-11-05,2018,11,5,22:35:00,22,rabanal y san pedrito,avenida,"rabanal, francisco, intendente av.",sd,san pedrito,"rabanal, francisco, intendente av. y san pedrito",8,point (102489.86457298 96266.15892101),-58.43613623,-34.66292532,peaton-sd,peaton,sd
2018-0120,1,2018-11-09,2018,11,9,13:34:00,13,monroe y alvarez thomas av.,avenida,monroe,sd,alvarez thomas av.,monroe y alvarez thomas av.,12,point (98237.46824855 106343.83342545),-58.48250732,-34.57208238,peaton-auto,peaton,auto
2018-0121,1,2018-11-09,2018,11,9,16:32:00,16,rivadavia av. y manzoni,avenida,rivadavia av.,sd,manzoni,rivadavia av. y manzoni,10,point (96684.78779898 99093.85665638),-58.49945705,-34.63743280,peaton-pasajeros,peaton,pasajeros
2018-0122,1,2018-11-12,2018,11,12,01:00:00,1,au dellepiane luis tte. gral. y larrazabal,autopista,autopista dellepiane luis tte. gral.,sd,larrazabal,autopista dellepiane luis tte. gral. y larrazabal,8,point (98704.10681045 95222.62689520),-58.47743966,-34.67233407,auto-auto,auto,auto
2018-0123,1,2018-11-12,2018,11,12,03:32:00,3,"paz, gral. av. y peron, eva av.",gral paz,"paz, gral. av.",sd,"peron, eva av.","paz, gral. av. y peron, eva av.",9,point (96405.76679348 94981.38013791),-58.50251790,-34.67450313,auto-sd,auto,sd
2018-0124,1,2018-11-15,2018,11,15,19:40:00,19,au perito moreno y reservistas argentinos,autopista,autopista perito moreno,sd,sd,autopista perito moreno y reservistas argentinos,9,point (94668.77734942 99160.32825286),-58.52144411,-34.63682499,cargas-cargas,cargas,cargas
2018-0125,1,2018-11-16,2018,11,16,21:12:00,21,saenz av. y ventana,avenida,saenz av.,sd,ventana,saenz av. y ventana,4,point (104289.92773867 97606.13539657),-58.41650465,-34.65084045,peaton-pasajeros,peaton,pasajeros
2018-0126,1,2018-11-18,2018,11,18,12:11:00,12,avda. general paz y cnel. ramón falcón,gral paz,"paz, gral. av.",sd,"falcon, ramon l.,cnel.","paz, gral. av. y falcon, ramon l.,cnel.",9,point (93889.86789861 98745.59348173),-58.52994219,-34.64055918,moto-auto,moto,auto
2018-0127,1,2018-11-19,2018,11,19,09:14:00,9,av. gral. paz y av. de los constituyentes,gral paz,"paz, gral. av.",sd,de los constituyentes av.,"paz, gral. av. y de los constituyentes av.",12,point (95720.94836751 106663.03756022),-58.50993046,-34.56919739,moto-moto,moto,moto
2018-0128,2,2018-11-25,2018,11,25,04:30:00,4,"paz, gral. av. 11200",gral paz,"paz, gral. av.",11200.0,sd,"paz, gral. av. 11200",9,point (94027.41355272 98150.01779732),-58.52844623,-34.64592873,auto-pasajeros,auto,pasajeros
2018-0129,1,2018-11-28,2018,11,28,04:01:00,4,"newbery, jorge av. y guevara",avenida,"newbery, jorge av.",sd,guevara,"newbery, jorge av. y guevara",15,point (101200.55632600 104694.24798650),-58.45021367,-34.58695347,moto-pasajeros,moto,pasajeros
2018-0130,1,2018-12-03,2018,12,3,03:00:00,3,gaona av. y segurola av.,avenida,gaona av.,sd,segurola av.,gaona av. y segurola av.,10,point (97531.36286491 100173.61049110),-58.49022072,-34.62770192,moto-pasajeros,moto,pasajeros
2018-0131,1,2018-12-07,2018,12,7,19:10:00,19,"madero, eduardo av. 550",avenida,"madero, eduardo av.",550.0,sd,"madero, eduardo av. 550",1,point (108685.90894590 103124.78289557),-58.36860866,-34.60106568,moto-cargas,moto,cargas
2018-0132,1,2018-12-12,2018,12,12,08:26:00,8,"au arturo illia y castillo, ramon s.",autopista,autopista arturo illia,sd,"castillo, ramon s., pres. av.","autopista arturo illia y castillo, ramon s., pres. av.",2,point (106275.90279188 106304.98623165),-58.39490504,-34.57241534,peaton-cargas,peaton,cargas
2018-0133,1,2018-12-12,2018,12,12,14:07:00,14,nazca av. y rivadavia av.,avenida,nazca av.,sd,rivadavia av.,nazca av. y rivadavia av.,7,point (99418.67591727 99840.67619219),-58.46963952,-34.63070603,peaton-cargas,peaton,cargas
2018-0134,1,2018-12-12,2018,12,12,21:00:00,21,la plata av. y caseros av.,avenida,la plata av.,sd,caseros av.,la plata av. y caseros av.,7,point (103649.67568294 98786.92074818),-58.42349365,-34.64019887,peaton-moto,peaton,moto
2018-0135,1,2018-12-18,2018,12,18,14:40:00,14,belgrano av. y peru,avenida,belgrano av.,sd,peru,belgrano av. y peru,1,point (108124.38297421 101840.19801704),-58.37471802,-34.61265002,peaton-pasajeros,peaton,pasajeros
2018-0136,1,2018-12-18,2018,12,18,15:42:00,15,rivadavia av. 7013,avenida,rivadavia av.,7013.0,sd,rivadavia av. 7013,7,point (99900.22869225 100014.51595495),-58.46438789,-34.62913916,peaton-pasajeros,peaton,pasajeros
2018-0137,1,2018-12-18,2018,12,18,20:15:00,20,adolfo alsina y santiago del estero,calle,"alsina, adolfo",sd,santiago del estero,"alsina, adolfo y santiago del estero",1,point (107198.03031731 102023.53206745),-58.38481975,-34.61100424,moto-pasajeros,moto,pasajeros
2018-0138,1,2018-12-21,2018,12,21,09:30:00,9,bermudez 1893,calle,bermudez,1893.0,sd,bermudez 1893,10,point (95944.83421152 100945.68379559),-58.50751833,-34.62073702,pasajeros-pasajeros,pasajeros,pasajeros
2018-0139,1,2018-12-22,2018,12,22,06:30:00,6,santander 1974,calle,santander,1974.0,sd,santander 1974,7,point (101510.09611838 98933.71958961),-58.44682986,-34.63888084,moto-moto,moto,moto
2018-0140,1,2018-12-22,2018,12,22,08:05:00,8,julieta lanteri 1400,calle,lanteri julieta,1400.0,sd,lanteri julieta 1400,1,point (109469.86887005 101709.86665960),-58.36004650,-34.61381341,auto-auto,auto,auto
2018-0141,1,2018-12-22,2018,12,22,17:40:00,17,maza y av. independencia,avenida,maza,sd,independencia av.,maza e independencia av.,5,point (104420.68512694 100931.98574919),-58.41509546,-34.62085945,peaton-moto,peaton,moto
2018-0142,1,2018-12-25,2018,12,25,13:30:00,13,"paz, gral. av. 5172",gral paz,"paz, gral. av.",5172.0,sd,"paz, gral. av. 5172",12,point (95716.93710226 106295.47905158),-58.50997604,-34.57251072,cargas-pasajeros,cargas,pasajeros
2018-0143,1,2018-12-29,2018,12,29,05:25:00,5,"olivera av. y alberdi, juan bautista av.",avenida,olivera av.,sd,"alberdi, juan bautista av.","olivera av. y alberdi, juan bautista av.",10,point (97912.79273192 98756.38729095),-58.48606475,-34.64047818,moto-auto,moto,auto
2019-0001,1,2019-01-08,2019,1,8,08:30:00,8,"castillo, ramon s., pres. av. y calle 12",avenida,"castillo, ramon s., pres. av.",sd,calle 12 (no oficial),"castillo, ramon s., pres. av. y calle 12 (no oficial)",2,point (107160.34141948 105678.38284277),-58.38526125,-34.57805810,moto-cargas,moto,cargas
2019-0002,1,2019-01-09,2019,1,9,04:00:00,4,"castañares av. y moreno, perito av.",avenida,casta?ares av.,sd,"moreno, perito av.","castaã‘ares av. y moreno, perito av.",7,point (100794.20933352 97609.18063839),-58.45463662,-34.65082149,auto-cargas,auto,cargas
2019-0003,1,2019-01-12,2019,1,12,08:00:00,8,san martin av. y terrada,avenida,san martin av.,sd,terrada,san martin av. y terrada,15,point (97439.07314838 103559.40773606),-58.49121672,-34.59718073,moto-auto,moto,auto
2019-0004,1,2019-01-14,2019,1,14,19:58:00,19,"peron, eva av. y medina",avenida,"peron, eva av.",sd,medina,"peron, eva av. y medina",9,point (99087.21233087 97384.56622913),-58.47325712,-34.65284605,auto-pasajeros,auto,pasajeros
2019-0005,1,2019-01-19,2019,1,19,12:00:00,12,"justo, juan b. av. y alvarez jonte av.",avenida,"justo, juan b. av.",sd,alvarez jonte av.,"justo, juan b. av. y alvarez jonte av.",10,point (94701.87719386 99493.36109269),-58.52108101,-34.63382309,moto-cargas,moto,cargas
2019-0006,1,2019-01-23,2019,1,23,05:45:00,5,"obligado rafael, av. costanera 4650",avenida,"obligado rafael, av.costanera",4650.0,sd,"obligado rafael, av.costanera 4650",14,point (104292.73762877 108227.37900690),-58.41652702,-34.55509606,peaton-auto,peaton,auto
2019-0007,1,2019-01-26,2019,1,26,19:34:00,19,"mitre, bartolome y yatay",calle,"mitre, bartolome",sd,yatay,"mitre, bartolome y yatay",5,point (103153.61467028 102057.67908768),-58.42891604,-34.61071660,moto-auto,moto,auto
2019-0008,1,2019-01-30,2019,1,30,22:45:00,22,"paz, gral. av. 16080",gral paz,"paz, gral. av.",16080.0,sd,"paz, gral. av. 16080",8,point (98650.97430792 93088.91481914),-58.47802293,-34.69156793,multiple,moto,multiple
2019-0009,1,2019-01-31,2019,1,31,14:55:00,14,chacabuco y san juan av.,avenida,chacabuco,sd,san juan av.,chacabuco y san juan av.,1,point (108038.17400278 100802.81492813),-58.37564821,-34.62200207,moto-auto,moto,auto
